Grapheme	IPA	EXAMPLES	LANGUAGES	FREQUENCY	CODEPOINTS
^	NULL				
$	NULL				
+	+	kə+mə+sŋiɛ̂r, tə+nū	BragbarSitu, CogtseSitu, Japhug, OldChinese, Tibetan	100	U+002b
a	NULL	m̥ˤraŋ+s, ka+nô	BragbarSitu, OldChinese, CogtseSitu, MiddleChinese, Japhug, Tibetan	100	U+0061
r	r	m̥ˤraŋ+s, kə+mbrô	OldChinese, BragbarSitu, Japhug, CogtseSitu, Tibetan, MiddleChinese	100	U+0072
ə	ə	kə+mə+sŋiɛ̂r, kə+tʂōk	BragbarSitu, CogtseSitu, OldChinese, Japhug	100	U+0259
^t	t	tek, tə+nū	Japhug, CogtseSitu, BragbarSitu, OldChinese, MiddleChinese	100	U+005e U+0074
^k	k	kəngû, kə+mbrô	BragbarSitu, CogtseSitu, MiddleChinese, Japhug, OldChinese	95	U+005e U+006b
k$	k	tek, kə+tʂōk	OldChinese, BragbarSitu, MiddleChinese, CogtseSitu	93	U+006b U+0024
i	i	sin, srik	MiddleChinese, BragbarSitu, OldChinese, Tibetan, Japhug	83	U+0069
j	j	pjijH, pjuX	MiddleChinese, OldChinese, CogtseSitu, Japhug, BragbarSitu, Tibetan	82	U+006a
m	m	tə+mɲāk, kə+mbrô	Japhug, BragbarSitu, CogtseSitu, OldChinese, Tibetan, MiddleChinese	60	U+006d
u	u	pjuX, s.rum	MiddleChinese, OldChinese, Tibetan, Japhug, CogtseSitu	57	U+0075
n	n	snying, tə+nū	BragbarSitu, Tibetan, CogtseSitu, Japhug, MiddleChinese, OldChinese	55	U+006e
^m	m	mæŋH, mbrō	MiddleChinese, OldChinese, Japhug, Tibetan, BragbarSitu, CogtseSitu	45	U+005e U+006d
o	NULL	vo+loŋtɕâ, ɢˤroʔ	OldChinese, MiddleChinese, Japhug, Tibetan, CogtseSitu, BragbarSitu	44	U+006f
ɯ	ɯ	tɯ+ɣmɯr, kɯɕnɯz	Japhug	44	U+026f
^s	s	sin, srik	OldChinese, Japhug, MiddleChinese, Tibetan	40	U+005e U+0073
ŋ	ŋ	mæŋH, m̥ˤraŋ+s	OldChinese, BragbarSitu, CogtseSitu, MiddleChinese, Japhug, Tibetan	39	U+014b
X$	<?>	pjuX, ɕijX	MiddleChinese	39	U+0058 U+0024
ʔ$	ʔ	ɢˤroʔ, praʔ	OldChinese, Zbu	38	U+0294 U+0024
p	p	ta+rpâm, ɯ+pɯ kɤ+pa	Japhug, Tibetan, BragbarSitu, CogtseSitu, OldChinese	38	U+0070
w	w	ta+wî, təwām	MiddleChinese, BragbarSitu, CogtseSitu, OldChinese, Japhug	38	U+0077
t$	t	tsʰit, pˤret	MiddleChinese, Japhug, OldChinese, BragbarSitu, CogtseSitu	37	U+0074 U+0024
k	k	tə+skrū, rko	BragbarSitu, CogtseSitu, OldChinese, Japhug, Tibetan	36	U+006b
^p	p	pjuX, pjijH	MiddleChinese, OldChinese, Japhug, BragbarSitu, CogtseSitu	36	U+005e U+0070
a$	a	tɯ+rpa, ɯ+pɯ kɤ+pa	Tibetan, Japhug, OldChinese	35	U+0061 U+0024
ɤ	ɤ	tɤ+zrɤm, tɤ+ndɤɣ	Japhug	30	U+0264
b	b	mbrō, mbro	Japhug, BragbarSitu, Tibetan, CogtseSitu, OldChinese	28	U+0062
.	<?>	s.rum, C.məŋ+s	OldChinese, Tibetan, BragbarSitu	27	U+002e
m$	m	ta+rpâm, s.rum	OldChinese, Japhug, BragbarSitu, MiddleChinese, CogtseSitu, Tibetan	26	U+006d U+0024
g	g	kəngû, sgog+pa	Tibetan, Japhug, BragbarSitu, CogtseSitu	25	U+0067
e	NULL	tek, den	MiddleChinese, OldChinese, Tibetan, Zbu	23	U+0065
^n	n	nij+s, ndza	Japhug, OldChinese, MiddleChinese, CogtseSitu, Tibetan, BragbarSitu	22	U+005e U+006e
s	s	ka+səsō, ka+səkū	BragbarSitu, CogtseSitu, Japhug	21	U+0073
o$	o	rko, mbro	Japhug, Tibetan, OldChinese	21	U+006f U+0024
ā	ā	təwām, tə+mɲāk	BragbarSitu, CogtseSitu	20	U+0101
s$	s	m̥ˤraŋ+s, kəʃnə̄s	OldChinese, BragbarSitu, Tibetan, CogtseSitu	20	U+0073 U+0024
i$	i	si, tɯ+ji	Japhug, Tibetan	19	U+0069 U+0024
ŋ$	ŋ	kˤaŋ, mjæŋ	OldChinese, MiddleChinese	19	U+014b U+0024
u$	u	tɯ+pu, ŋu	Japhug, MiddleChinese, Tibetan, BragbarSitu, OldChinese	16	U+0075 U+0024
g$	g	rmog, mig	Tibetan	16	U+0067 U+0024
æ	æ	mæŋH, pæk	MiddleChinese	16	U+00e6
kh	kʰ	tə+rkhō, mə+ŋkhū	BragbarSitu, CogtseSitu, Japhug, Tibetan	16	U+006b U+0068
r$	r	kə+tɕôr, kə+mə+sŋiɛ̂r	OldChinese, BragbarSitu, Japhug, CogtseSitu, Tibetan	15	U+0072 U+0024
H$	<?>	mæŋH, pjijH	MiddleChinese	15	U+0048 U+0024
n$	n	sin, xjun	MiddleChinese, OldChinese, Tibetan	15	U+006e U+0024
ʁ$	ʁ	tɤ+rʑaʁ, tɯ+rpaʁ	Japhug	14	U+0281 U+0024
d	d	ta+ndzrū, tɤ+ndɤɣ	Japhug, BragbarSitu, Tibetan, CogtseSitu	14	U+0064
ō$	ō	mbrō, tə+rkhō	CogtseSitu, BragbarSitu	14	U+014d U+0024
ū$	ū	ka+səkū, ta+ndzrū	BragbarSitu, CogtseSitu	14	U+016b U+0024
y	y	nyeX, snying	Tibetan, MiddleChinese	12	U+0079
l	l	ka+lā, ka+klāk	CogtseSitu, BragbarSitu, OldChinese, Japhug, Tibetan	12	U+006c
^r	r	rko, rmog	Tibetan, Japhug, BragbarSitu	12	U+005e U+0072
^d	d	den, dzwaX	Tibetan, MiddleChinese, OldChinese	12	U+005e U+0064
^g	g	gcig, gjuw	Tibetan, MiddleChinese, OldChinese	12	U+005e U+0067
ō	ō	kə+tʂōk, tə+pōk	BragbarSitu, CogtseSitu	12	U+014d
ɯ$	ɯ	tɯ+zgrɯ, tɯ+nɯ	Japhug	12	U+026f U+0024
â	â	ta+rpâm, kə+nâk	BragbarSitu, CogtseSitu	11	U+00e2
ô$	ô	kə+mbrô, ka+nô	CogtseSitu, BragbarSitu	11	U+00f4 U+0024
^ŋ	ŋ	ŋā, ŋu	MiddleChinese, Japhug, OldChinese, BragbarSitu, CogtseSitu	11	U+005e U+014b
^kh	kʰ	khrī, khæwk	MiddleChinese, CogtseSitu, BragbarSitu, Tibetan, Japhug	11	U+005e U+006b U+0068
t	t	btags, N+pˤrat+s	OldChinese, BragbarSitu, CogtseSitu, Japhug, Tibetan	11	U+0074
^C	<?>	C.nəʔ, C.kˤrok	OldChinese	11	U+005e U+0043
z	z	ta+ndzrū, tɯ+zgrɯ	Japhug, BragbarSitu, CogtseSitu, MiddleChinese, OldChinese	11	U+007a
ɐ	ɐ	kɐ+prɐ̂t, tɐ+jɐ̄k	CogtseSitu, BragbarSitu	10	U+0250
p$	p	ka+kiɛ̄p, lip	BragbarSitu, MiddleChinese, OldChinese, CogtseSitu	10	U+0070 U+0024
ɣ$	ɣ	ŋgɤɣ, tɯ+rtsɤɣ	Japhug	10	U+0263 U+0024
^b	b	bug, bejX	Tibetan, MiddleChinese	9	U+005e U+0062
e$	e	tɤ+rme, qa+ndʐe	Japhug, MiddleChinese, Tibetan, OldChinese	9	U+0065 U+0024
ɐ̄	ɐ̄	kə+nɐ̄k, tɐ+jɐ̄k	BragbarSitu, CogtseSitu	9	U+0250 U+0304
^ɕ	ɕ	ɕijX, ɕɤɣ	MiddleChinese, BragbarSitu, Japhug	9	U+005e U+0255
ê$	ê	ta+rɲê, tə+rmê	BragbarSitu, CogtseSitu	9	U+00ea U+0024
û$	û	kəngû, a+kû	BragbarSitu, CogtseSitu	8	U+00fb U+0024
ɛ̂$	ɛ̂	ɕa+rpiɛ̂, nəŋiɛ̂	BragbarSitu	8	U+025b U+0302 U+0024
̂	<?>	nəŋâ, ʃa+rpâ	CogtseSitu, BragbarSitu	8	U+0302
â$	â	nəŋâ, ʃa+rpâ	CogtseSitu, BragbarSitu	8	U+00e2 U+0024
w$	w	ŋˤaw, ŋaw	MiddleChinese, OldChinese	7	U+0077 U+0024
ɣ	ɣ	tɯ+ɣmɯr, tɤ+jpɣom	Japhug	6	U+0263
ɕ	ɕ	kə+ɕə̄k, tə+ɕnê	BragbarSitu, Japhug	6	U+0255
ɟ	ɟ	ka+rɟēp, ka+rɐɟâk	BragbarSitu	6	U+025f
̄	<?>	ŋā, ka+zā	BragbarSitu, CogtseSitu	6	U+0304
ē$	ē	tə+jē, pərɟē	CogtseSitu, BragbarSitu	6	U+0113 U+0024
^q	q	qa+ndʐe, qa+pri	Japhug, OldChinese	6	U+005e U+0071
^j	j	jæH, jiŋ	MiddleChinese	6	U+005e U+006a
^ɣ	ɣ	ɣuwX, ɣomX	MiddleChinese, Japhug	6	U+005e U+0263
ɲ	ɲ	ta+rɲê, tə+mɲāk	Japhug, BragbarSitu, CogtseSitu	6	U+0272
ə̄	ə̄	kəʃnə̄s, tə̄k	BragbarSitu, CogtseSitu	6	U+0259 U+0304
^ɲ	ɲ	ɲuX, ɲaŋX	MiddleChinese, Japhug	6	U+005e U+0272
^a	a	a+khu, akhu	Japhug, BragbarSitu, Tibetan	6	U+005e U+0061
î$	î	ta+wî, ta+jmî	BragbarSitu, CogtseSitu	6	U+00ee U+0024
^ph	pʰ	phjaŋX, phak	Tibetan, MiddleChinese	6	U+005e U+0070 U+0068
tɕ	tɕ	kə+tɕôr, pɣɤ+tɕɯ	BragbarSitu, Japhug, CogtseSitu	5	U+0074 U+0255
^ts	ts	tsjuwk, tsiX	MiddleChinese, OldChinese	5	U+005e U+0074 U+0073
j$	j	praj, kəmŋâj	BragbarSitu, MiddleChinese, OldChinese	5	U+006a U+0024
ʃ	ʃ	kəʃnə̄s, kə+ʃīk	CogtseSitu	5	U+0283
<	<?>	N+tˤ<r>oŋ+s, s<r>at	OldChinese	5	U+003c
>	<?>	N+tˤ<r>oŋ+s, s<r>at	OldChinese	5	U+003e
ī$	ī	khrī, prī	BragbarSitu, CogtseSitu	5	U+012b U+0024
ɐ̂	ɐ̂	kɐ+prɐ̂t, tɐ+srɐ̂m	CogtseSitu, BragbarSitu	5	U+0250 U+0302
^ɢ	ɢ	ɢAk+s, ɢrərʔ	OldChinese	4	U+005e U+0262
ē	ē	kə+tēk, kə+rmēk	BragbarSitu, CogtseSitu	4	U+0113
^ʑ	ʑ	ʑmbrɯ, ʑiŋ+kha	MiddleChinese, Japhug, BragbarSitu, Tibetan	4	U+005e U+0291
^mˤ	mˤ	mˤraʔ, mˤejʔ	OldChinese	4	U+005e U+006d U+02e4
ə̂	ə̂	ka+ʃlə̂k, kənə̂s	BragbarSitu, CogtseSitu	4	U+0259 U+0302
c	c	ta+ncâp, gcig	BragbarSitu, Japhug, Tibetan	4	U+0063
^l	l	lip, ljuwk	MiddleChinese, Japhug, Tibetan	4	U+005e U+006c
ʑ	ʑ	rɤʑa, qa+ʑo	Japhug	4	U+0291
^pˤ	pˤ	pˤrak, pˤuʔ	OldChinese	4	U+005e U+0070 U+02e4
^tɕ	tɕ	tɕimX, tɕim	MiddleChinese, Japhug	4	U+005e U+0074 U+0255
^N	<?>	N+pˤrat+s, N+praʔ	OldChinese	4	U+005e U+004e
ts	ts	tɯ+ftsa, rə+rtsə̄k	Japhug, BragbarSitu	4	U+0074 U+0073
ô	ô	kə+tɕôr, tə+ntôk	BragbarSitu, CogtseSitu	4	U+00f4
ā$	ā	ŋā, ka+lā	CogtseSitu, BragbarSitu	4	U+0101 U+0024
^ʃ	ʃ	ʃa+rpâ, ʃē	CogtseSitu	3	U+005e U+0283
ɛ̄	ɛ̄	ka+kiɛ̄p, ta+wiɛ̄p	BragbarSitu	3	U+025b U+0304
q	q	ɴqiaβ, tɯ+qe	Japhug	3	U+0071
^m̥ˤ	m̥ˤ	m̥ˤraŋ+s, m̥ˤun	OldChinese	3	U+005e U+006d U+0325 U+02e4
β$	β	ɴqiaβ, kaβ	Japhug	3	U+03b2 U+0024
th	tʰ	rə+nthāk, sthoʁ	Japhug, BragbarSitu, CogtseSitu	3	U+0074 U+0068
^xw	xw	xwojX, xwon	MiddleChinese	3	U+005e U+0078 U+0077
^sh	sh	shi, shing	Tibetan	3	U+005e U+0073 U+0068
^th	tʰ	thuH, thigs+pa	MiddleChinese, Tibetan	3	U+005e U+0074 U+0068
^ʂ	ʂ	ʂit, ʂim	MiddleChinese	3	U+005e U+0282
^z	z	za+ba, zrɯɣ	Japhug, Tibetan	3	U+005e U+007a
^ɢˤ	ɢˤ	ɢˤroʔ, ɢˤəmʔ	OldChinese	3	U+005e U+0262 U+02e4
^tsh	tsh	tsha+po, tshit	Tibetan, MiddleChinese	3	U+005e U+0074 U+0073 U+0068
ŋˤ	ŋˤ	C.ŋˤar, C.ŋˤaʔ	OldChinese	3	U+014b U+02e4
tʂ	ʈʂ	kə+tʂōk, kɯtʂɤɣ	Japhug, BragbarSitu, CogtseSitu	3	U+0074 U+0282
ɛ	ɛ	pɛt, ʂɛt	MiddleChinese	3	U+025b
^tsˤ	tsˤ	tsˤik, tsˤiwk	OldChinese	3	U+005e U+0074 U+0073 U+02e4
ʁ	ʁ	ta+ʁrɯ, tɯ+pjaʁpa	Japhug	3	U+0281
^ɯ	ɯ	ɯ+pɯ kɤ+pa, ɯ+rqhu	Japhug	2	U+005e U+026f
pˤ	pˤ	N+pˤrat+s, m+pˤeʔ	OldChinese	2	U+0070 U+02e4
^ŋˤ	ŋˤ	ŋˤaw, ŋˤa	OldChinese	2	U+005e U+014b U+02e4
ts$	ts	pits, pˤrats	OldChinese	2	U+0074 U+0073 U+0024
_	_	ɯ+pɯ kɤ+pa, u+pû ka+viɛ̂	Japhug, BragbarSitu	2	U+005f
ʔ	ʔ	pijʔ+s, m+gˤraʔ+s	OldChinese	2	U+0294
qh	qh	ma+qhu, ɯ+rqhu	Japhug	2	U+0071 U+0068
ī	ī	kə+ʃīk, kə+rīk	BragbarSitu, CogtseSitu	2	U+012b
gs$	gs	btags, tshigs	Tibetan	2	U+0067 U+0073 U+0024
v	v	tə+vōk, u+pû ka+viɛ̂	BragbarSitu	2	U+0076
^l̥	l̥	l̥it, l̥ijʔ	OldChinese	2	U+005e U+006c U+0325
^nˤ	nˤ	nˤəŋʔ, nˤuʔ	OldChinese	2	U+005e U+006e U+02e4
^qʰ	qʰ	qʰun, qʰijʔ	OldChinese	2	U+005e U+0071 U+02b0
^kˤ	kˤ	kˤaŋ, kˤrək	OldChinese	2	U+005e U+006b U+02e4
gs	gs	thigs+pa, skogs+pa	Tibetan	2	U+0067 U+0073
rʑ	rʑ	tɤ+rʑaʁ, ɣurʑa	Japhug	2	U+0072 U+0291
tˤ	tˤ	N+tˤ<r>oŋ+s, mə+tˤ<r>ok	OldChinese	2	U+0074 U+02e4
ɢ	ɢ	ta+mɢom, Cə.ɢaŋʔ	OldChinese, Japhug	2	U+0262
tʃ	tʃ	pka+tʃû, tə+po+lɐɱtʃê	CogtseSitu	2	U+0074 U+0283
d$	d	brgyad, bsad	Tibetan	2	U+0064 U+0024
ə$	ə	gʷə, ŋʷə	OldChinese	2	U+0259 U+0024
zw	zw	khrɯ+zwa, dzwaX	MiddleChinese, Japhug	2	U+007a U+0077
^ʔ	ʔ	ʔuwX, ʔim	MiddleChinese	2	U+005e U+0294
ə̂$	ə̂	tə+khə̂, nə+ɟə̂	BragbarSitu, CogtseSitu	2	U+0259 U+0302 U+0024
^gs	gs	gsar+pa, gsum	Tibetan	2	U+005e U+0067 U+0073
^ʁ	ʁ	ʁnɯz, ʁndɯ	Japhug	2	U+005e U+0281
z$	z	kɯɕnɯz, ʁnɯz	Japhug	2	U+007a U+0024
A	<?>	ɢAk+s, ɢrAk	OldChinese	2	U+0041
^kʰ	kʰ	kʰrok, kʰro	OldChinese	2	U+005e U+006b U+02b0
^kʰˤ	kʰˤ	kʰˤrok	OldChinese	1	U+005e U+006b U+02b0 U+02e4
^tsʰ	tsʰ	tsʰit	OldChinese	1	U+005e U+0074 U+0073 U+02b0
^ɴ	ɴ	ɴqiaβ	Japhug	1	U+005e U+0274
^w	w	wurjat	CogtseSitu	1	U+005e U+0077
^thw	thw	thwat	MiddleChinese	1	U+005e U+0074 U+0068 U+0077
zh	zh	bzhag.'og	Tibetan	1	U+007a U+0068
ɱ	ɱ	tə+po+lɐɱtʃê	CogtseSitu	1	U+0271
'+	'+	g.ya'+ba	Tibetan	1	U+0027 U+002b
^zh	zh	zhag	Tibetan	1	U+005e U+007a U+0068
^n̥ˤ	n̥ˤ	n̥ˤək	OldChinese	1	U+005e U+006e U+0325 U+02e4
ɐ̂$	ɐ̂	tə+wɐ̂	CogtseSitu	1	U+0250 U+0302 U+0024
f	f	tɯ+ftsa	Japhug	1	U+0066
ɛ̂	ɛ̂	kə+mə+sŋiɛ̂r	BragbarSitu	1	U+025b U+0302
^tʂ	ʈʂ	tʂæwX	MiddleChinese	1	U+005e U+0074 U+0282
^n̥	n̥	n̥iŋ	OldChinese	1	U+005e U+006e U+0325
^bˤ	bˤ	bˤak	OldChinese	1	U+005e U+0062 U+02e4
qˤ	qˤ	C.qˤak	OldChinese	1	U+0071 U+02e4
^u	u	u+pû ka+viɛ̂	BragbarSitu	1	U+005e U+0075
^h	h	hjuwŋ	MiddleChinese	1	U+005e U+0068
^pʰ	pʰ	pʰaŋ	OldChinese	1	U+005e U+0070 U+02b0
^r̥	r̥	r̥ujʔ	OldChinese	1	U+005e U+0072 U+0325
ph	pʰ	dphyi	Tibetan	1	U+0070 U+0068
ɛ̄$	ɛ̄	ka+liɛ̄	BragbarSitu	1	U+025b U+0304 U+0024
'ts	ts	ta+'tsa+pu	BragbarSitu	1	U+0027 U+0074 U+0073
^qh	qh	qhrɯt	Japhug	1	U+005e U+0071 U+0068
^rw	rw	rwa	Tibetan	1	U+005e U+0072 U+0077
ês$	ês	kənês	CogtseSitu	1	U+00ea U+0073 U+0024
kʰ	kʰ	N+kʰrok	OldChinese	1	U+006b U+02b0
û	û	u+pû ka+viɛ̂	BragbarSitu	1	U+00fb
^bs	bs	bsad	Tibetan	1	U+005e U+0062 U+0073
^qʷʰˤ	qʷʰˤ	qʷʰˤəjʔ	OldChinese	1	U+005e U+0071 U+02b7 U+02b0 U+02e4
^sˤ	sˤ	sˤor	OldChinese	1	U+005e U+0073 U+02e4
^ʈ	ʈ	ʈjuwX	MiddleChinese	1	U+005e U+0288
zˤ	zˤ	dzˤojʔ	OldChinese	1	U+007a U+02e4
b$	b	khab	Tibetan	1	U+0062 U+0024
́	<?>	ŋwéʔ	Zbu	1	U+0301
dʑ	dʑ	ndʑɯrpɯt	Japhug	1	U+0064 U+0291
é	é	ŋwéʔ	Zbu	1	U+00e9
^qˤ	qˤ	qˤroʔ	OldChinese	1	U+005e U+0071 U+02e4
χ	χ	tɯ+χpɣi	Japhug	1	U+03c7
gˤ	gˤ	m+gˤraʔ+s	OldChinese	1	U+0067 U+02e4
^ˤk	ˤk	ˤkiw	OldChinese	1	U+005e U+02e4 U+006b
tsʰ	tsʰ	s.tsʰin	OldChinese	1	U+0074 U+0073 U+02b0
^gʷ	gʷ	gʷə	OldChinese	1	U+005e U+0067 U+02b7
kˤ	kˤ	C.kˤrok	OldChinese	1	U+006b U+02e4
^ŋʷ	ŋʷ	ŋʷə	OldChinese	1	U+005e U+014b U+02b7
^kw	kʷ	kwæt	MiddleChinese	1	U+005e U+006b U+0077
^χs	χs	χsɯm	Japhug	1	U+005e U+03c7 U+0073
^x	x	xjun	MiddleChinese	1	U+005e U+0078
^v	v	vo+loŋtɕâ	BragbarSitu	1	U+005e U+0076
^l̥ˤ	l̥ˤ	l̥ˤa+s	OldChinese	1	U+005e U+006c U+0325 U+02e4
ɨ	ɨ	mjɨjX	MiddleChinese	1	U+0268
'o	o	bzhag.'og	Tibetan	1	U+0027 U+006f
dʐ	ɖʐ	qa+ndʐe	Japhug	1	U+0064 U+0290
^ŋw	ŋw	ŋwéʔ	Zbu	1	U+005e U+014b U+0077
ɢw	ɢw	C.ɢwrəm	OldChinese	1	U+0262 U+0077
^sw	sw	swan	MiddleChinese	1	U+005e U+0073 U+0077
l̥ˤ	l̥ˤ	mə+l̥ˤot	OldChinese	1	U+006c U+0325 U+02e4
^kʷˤ	kʷˤ	kʷˤrat	OldChinese	1	U+005e U+006b U+02b7 U+02e4
tʰ	tʰ	s+tʰuk	OldChinese	1	U+0074 U+02b0
^lˤ	lˤ	lˤiŋ	OldChinese	1	U+005e U+006c U+02e4
^dˤ	dˤ	dˤuk	OldChinese	1	U+005e U+0064 U+02e4
^pʰˤ	pʰˤ	pʰˤak	OldChinese	1	U+005e U+0070 U+02b0 U+02e4
^gˤ	gˤ	gˤaw+s	OldChinese	1	U+005e U+0067 U+02e4
^ɣʑ	ɣʑ	ɣʑo	Japhug	1	U+005e U+0263 U+0291
^ɖ	ɖ	ɖæwŋH	MiddleChinese	1	U+005e U+0256
